type	method	adverb	kind	provenance
RakuAST::LegacyPodify	categorize	into	runtime	declared
RakuAST::LegacyPodify	classify	as	runtime	declared
RakuAST::LegacyPodify	classify	into	runtime	declared
RakuAST::LegacyPodify	first	end	runtime	declared
RakuAST::LegacyPodify	flatmap	label	runtime	declared
RakuAST::LegacyPodify	map	deep	runtime	declared
RakuAST::LegacyPodify	map	duck	runtime	declared
RakuAST::LegacyPodify	map	flat	runtime	declared
RakuAST::LegacyPodify	map	item	runtime	declared
RakuAST::LegacyPodify	map	label	runtime	declared
RakuAST::LegacyPodify	map	node	runtime	declared
RakuAST::LegacyPodify	max	by	runtime	declared
RakuAST::LegacyPodify	max	k	runtime	declared
RakuAST::LegacyPodify	max	kv	runtime	declared
RakuAST::LegacyPodify	max	p	runtime	declared
RakuAST::LegacyPodify	max	v	runtime	declared
RakuAST::LegacyPodify	min	by	runtime	declared
RakuAST::LegacyPodify	min	k	runtime	declared
RakuAST::LegacyPodify	min	kv	runtime	declared
RakuAST::LegacyPodify	min	p	runtime	declared
RakuAST::LegacyPodify	min	v	runtime	declared
RakuAST::LegacyPodify	minmax	by	runtime	declared
RakuAST::LegacyPodify	repeated	as	runtime	declared
RakuAST::LegacyPodify	repeated	with	runtime	declared
RakuAST::LegacyPodify	rotor	partial	runtime	declared
RakuAST::LegacyPodify	squish	as	runtime	declared
RakuAST::LegacyPodify	squish	with	runtime	declared
RakuAST::LegacyPodify	toggle	off	runtime	declared
RakuAST::LegacyPodify	unique	as	runtime	declared
RakuAST::LegacyPodify	unique	with	runtime	declared
RakuAST::Name::Part	batch	elems	runtime	declared
RakuAST::Name::Part	categorize	as	runtime	declared
RakuAST::Name::Part	categorize	into	runtime	declared
RakuAST::Name::Part	classify	as	runtime	declared
RakuAST::Name::Part	classify	into	runtime	declared
RakuAST::Name::Part	first	end	runtime	declared
RakuAST::Name::Part	flatmap	label	runtime	declared
RakuAST::Name::Part	map	deep	runtime	declared
RakuAST::Name::Part	map	duck	runtime	declared
RakuAST::Name::Part	map	flat	runtime	declared
RakuAST::Name::Part	map	item	runtime	declared
RakuAST::Name::Part	map	label	runtime	declared
RakuAST::Name::Part	map	node	runtime	declared
RakuAST::Name::Part	max	by	runtime	declared
RakuAST::Name::Part	max	k	runtime	declared
RakuAST::Name::Part	max	kv	runtime	declared
RakuAST::Name::Part	max	p	runtime	declared
RakuAST::Name::Part	max	v	runtime	declared
RakuAST::Name::Part	min	by	runtime	declared
RakuAST::Name::Part	min	k	runtime	declared
RakuAST::Name::Part	min	kv	runtime	declared
RakuAST::Name::Part	min	p	runtime	declared
RakuAST::Name::Part	min	v	runtime	declared
RakuAST::Name::Part	minmax	by	runtime	declared
RakuAST::Name::Part	repeated	as	runtime	declared
RakuAST::Name::Part	repeated	with	runtime	declared
RakuAST::Name::Part	rotor	partial	runtime	declared
RakuAST::Name::Part	squish	as	runtime	declared
RakuAST::Name::Part	squish	with	runtime	declared
RakuAST::Name::Part	toggle	off	runtime	declared
RakuAST::Name::Part	unique	as	runtime	declared
RakuAST::Name::Part	unique	with	runtime	declared
RakuAST::Node	batch	elems	runtime	declared
RakuAST::Node	categorize	as	runtime	declared
RakuAST::Node	categorize	into	runtime	declared
RakuAST::Node	classify	as	runtime	declared
RakuAST::Node	classify	into	runtime	declared
RakuAST::Node	first	end	runtime	declared
RakuAST::Node	flatmap	label	runtime	declared
RakuAST::Node	map	deep	runtime	declared
RakuAST::Node	map	duck	runtime	declared
RakuAST::Node	map	flat	runtime	declared
RakuAST::Node	map	item	runtime	declared
RakuAST::Node	map	label	runtime	declared
RakuAST::Node	map	node	runtime	declared
RakuAST::Node	max	by	runtime	declared
RakuAST::Node	max	k	runtime	declared
RakuAST::Node	max	kv	runtime	declared
RakuAST::Node	max	p	runtime	declared
RakuAST::Node	max	v	runtime	declared
RakuAST::Node	min	by	runtime	declared
RakuAST::Node	min	k	runtime	declared
RakuAST::Node	min	kv	runtime	declared
RakuAST::Node	min	p	runtime	declared
RakuAST::Node	min	v	runtime	declared
RakuAST::Node	minmax	by	runtime	declared
RakuAST::Node	repeated	as	runtime	declared
RakuAST::Node	repeated	with	runtime	declared
RakuAST::Node	rotor	partial	runtime	declared
RakuAST::Node	squish	as	runtime	declared
RakuAST::Node	squish	with	runtime	declared
RakuAST::Node	toggle	off	runtime	declared
RakuAST::Node	unique	as	runtime	declared
RakuAST::Node	unique	with	runtime	declared
RakuAST::Postfix::Power	batch	elems	runtime	declared
RakuAST::Postfix::Power	categorize	as	runtime	declared
RakuAST::Postfix::Power	categorize	into	runtime	declared
RakuAST::Postfix::Power	classify	as	runtime	declared
RakuAST::Postfix::Power	classify	into	runtime	declared
RakuAST::Postfix::Power	first	end	runtime	declared
RakuAST::Postfix::Power	flatmap	label	runtime	declared
RakuAST::Postfix::Power	map	deep	runtime	declared
RakuAST::Postfix::Power	map	duck	runtime	declared
RakuAST::Postfix::Power	map	flat	runtime	declared
RakuAST::Postfix::Power	map	item	runtime	declared
RakuAST::Postfix::Power	map	label	runtime	declared
RakuAST::Postfix::Power	map	node	runtime	declared
RakuAST::Postfix::Power	max	by	runtime	declared
RakuAST::Postfix::Power	max	k	runtime	declared
RakuAST::Postfix::Power	max	kv	runtime	declared
RakuAST::Postfix::Power	max	p	runtime	declared
RakuAST::Postfix::Power	max	v	runtime	declared
RakuAST::Postfix::Power	min	by	runtime	declared
RakuAST::Postfix::Power	min	k	runtime	declared
RakuAST::Postfix::Power	min	kv	runtime	declared
RakuAST::Postfix::Power	min	p	runtime	declared
RakuAST::Postfix::Power	min	v	runtime	declared
RakuAST::Postfix::Power	minmax	by	runtime	declared
RakuAST::Postfix::Power	repeated	as	runtime	declared
RakuAST::Postfix::Power	repeated	with	runtime	declared
RakuAST::Postfix::Power	rotor	partial	runtime	declared
RakuAST::Postfix::Power	squish	as	runtime	declared
RakuAST::Postfix::Power	squish	with	runtime	declared
RakuAST::Postfix::Power	toggle	off	runtime	declared
RakuAST::Postfix::Power	unique	as	runtime	declared
RakuAST::Postfix::Power	unique	with	runtime	declared
RakuAST::Statement::Elsif	batch	elems	runtime	declared
RakuAST::Statement::Elsif	categorize	as	runtime	declared
RakuAST::Statement::Elsif	categorize	into	runtime	declared
RakuAST::Statement::Elsif	classify	as	runtime	declared
RakuAST::Statement::Elsif	classify	into	runtime	declared
RakuAST::Statement::Elsif	first	end	runtime	declared
RakuAST::Statement::Elsif	flatmap	label	runtime	declared
RakuAST::Statement::Elsif	map	deep	runtime	declared
RakuAST::Statement::Elsif	map	duck	runtime	declared
RakuAST::Statement::Elsif	map	flat	runtime	declared
RakuAST::Statement::Elsif	map	item	runtime	declared
RakuAST::Statement::Elsif	map	label	runtime	declared
RakuAST::Statement::Elsif	map	node	runtime	declared
RakuAST::Statement::Elsif	max	by	runtime	declared
RakuAST::Statement::Elsif	max	k	runtime	declared
RakuAST::Statement::Elsif	max	kv	runtime	declared
RakuAST::Statement::Elsif	max	p	runtime	declared
RakuAST::Statement::Elsif	max	v	runtime	declared
RakuAST::Statement::Elsif	min	by	runtime	declared
RakuAST::Statement::Elsif	min	k	runtime	declared
RakuAST::Statement::Elsif	min	kv	runtime	declared
RakuAST::Statement::Elsif	min	p	runtime	declared
RakuAST::Statement::Elsif	min	v	runtime	declared
RakuAST::Statement::Elsif	minmax	by	runtime	declared
RakuAST::Statement::Elsif	repeated	as	runtime	declared
RakuAST::Statement::Elsif	repeated	with	runtime	declared
RakuAST::Statement::Elsif	rotor	partial	runtime	declared
RakuAST::Statement::Elsif	squish	as	runtime	declared
RakuAST::Statement::Elsif	squish	with	runtime	declared
RakuAST::Statement::Elsif	toggle	off	runtime	declared
RakuAST::Statement::Elsif	unique	as	runtime	declared
RakuAST::Statement::Elsif	unique	with	runtime	declared
RakuAST::Type::Enum	batch	elems	runtime	declared
RakuAST::Type::Enum	categorize	as	runtime	declared
RakuAST::Type::Enum	categorize	into	runtime	declared
RakuAST::Type::Enum	classify	as	runtime	declared
RakuAST::Type::Enum	classify	into	runtime	declared
RakuAST::Type::Enum	first	end	runtime	declared
RakuAST::Type::Enum	flatmap	label	runtime	declared
RakuAST::Type::Enum	map	deep	runtime	declared
RakuAST::Type::Enum	map	duck	runtime	declared
RakuAST::Type::Enum	map	flat	runtime	declared
RakuAST::Type::Enum	map	item	runtime	declared
RakuAST::Type::Enum	map	label	runtime	declared
RakuAST::Type::Enum	map	node	runtime	declared
RakuAST::Type::Enum	max	by	runtime	declared
RakuAST::Type::Enum	max	k	runtime	declared
RakuAST::Type::Enum	max	kv	runtime	declared
RakuAST::Type::Enum	max	p	runtime	declared
RakuAST::Type::Enum	max	v	runtime	declared
RakuAST::Type::Enum	min	by	runtime	declared
RakuAST::Type::Enum	min	k	runtime	declared
RakuAST::Type::Enum	min	kv	runtime	declared
RakuAST::Type::Enum	min	p	runtime	declared
RakuAST::Type::Enum	min	v	runtime	declared
RakuAST::Type::Enum	minmax	by	runtime	declared
RakuAST::Type::Enum	repeated	as	runtime	declared
RakuAST::Type::Enum	repeated	with	runtime	declared
RakuAST::Type::Enum	rotor	partial	runtime	declared
RakuAST::Type::Enum	squish	as	runtime	declared
RakuAST::Type::Enum	squish	with	runtime	declared
RakuAST::Type::Enum	toggle	off	runtime	declared
RakuAST::Type::Enum	unique	as	runtime	declared
RakuAST::Type::Enum	unique	with	runtime	declared
Rakudo::Deprecations	DEPRECATED	file	runtime	declared
Rakudo::Deprecations	DEPRECATED	lang-vers	runtime	declared
Rakudo::Deprecations	DEPRECATED	line	runtime	declared
Rakudo::Deprecations	DEPRECATED	up	runtime	declared
Rakudo::Deprecations	DEPRECATED	what	runtime	declared
Rakudo::Internals	BYTE_SUPPLY_DECODER	translate-nl	runtime	declared
Rakudo::Internals	DIR-RECURSE	dir	runtime	declared
Rakudo::Internals	DIR-RECURSE	file	runtime	declared
Rakudo::Internals	MAYBE-STRING	method	runtime	declared
Rakudo::Internals	REGISTER-DYNAMIC	override	runtime	declared
Rakudo::Internals	SHORT-STRING	method	runtime	declared
Rakudo::Internals::HyperIteratorBatcher	BUILD	iterator	runtime	declared
Rakudo::Internals::HyperRaceSharedImpl	map	deep	runtime	declared
Rakudo::Internals::HyperRaceSharedImpl	map	duck	runtime	declared
Rakudo::Internals::HyperRaceSharedImpl	map	flat	runtime	declared
Rakudo::Internals::HyperRaceSharedImpl	map	item	runtime	declared
Rakudo::Internals::HyperRaceSharedImpl	map	label	runtime	declared
Rakudo::Internals::HyperRaceSharedImpl	map	node	runtime	declared
Rakudo::Internals::HyperWorkBatch	flat	hammer	runtime	declared
Rakudo::Internals::HyperWorkBatch	hyper	batch	runtime	declared
Rakudo::Internals::HyperWorkBatch	hyper	degree	runtime	declared
Rakudo::Internals::HyperWorkBatch	race	batch	runtime	declared
Rakudo::Internals::HyperWorkBatch	race	degree	runtime	declared
Rakudo::Internals::JSON	to-json	level	runtime	declared
Rakudo::Internals::JSON	to-json	pretty	runtime	declared
Rakudo::Internals::JSON	to-json	sorted-keys	runtime	declared
Rakudo::Internals::JSON	to-json	spacing	runtime	declared
Rakudo::Internals::ShapedArrayCommon	sort	k	runtime	via Rakudo::Internals::ShapedArrayCommon.sort -> Seq.sort -> List.sort
Rakudo::Sorting	MERGESORT-REIFIED-LIST-AS	indices	runtime	declared
Rakufy	batch	elems	runtime	declared
Rakufy	categorize	as	runtime	declared
Rakufy	categorize	into	runtime	declared
Rakufy	classify	as	runtime	declared
Rakufy	classify	into	runtime	declared
Rakufy	first	end	runtime	declared
Rakufy	flatmap	label	runtime	declared
Rakufy	map	deep	runtime	declared
Rakufy	map	duck	runtime	declared
Rakufy	map	flat	runtime	declared
Rakufy	map	item	runtime	declared
Rakufy	map	label	runtime	declared
Rakufy	map	node	runtime	declared
Rakufy	max	by	runtime	declared
Rakufy	max	k	runtime	declared
Rakufy	max	kv	runtime	declared
Rakufy	max	p	runtime	declared
Rakufy	max	v	runtime	declared
Rakufy	min	by	runtime	declared
Rakufy	min	k	runtime	declared
Rakufy	min	kv	runtime	declared
Rakufy	min	p	runtime	declared
Rakufy	min	v	runtime	declared
Rakufy	minmax	by	runtime	declared
Rakufy	repeated	as	runtime	declared
Rakufy	repeated	with	runtime	declared
Rakufy	rotor	partial	runtime	declared
Rakufy	squish	as	runtime	declared
Rakufy	squish	with	runtime	declared
Rakufy	toggle	off	runtime	declared
Rakufy	unique	as	runtime	declared
Rakufy	unique	with	runtime	declared
Range	contains	i	runtime	declared
Range	contains	ignorecase	runtime	declared
Range	contains	ignoremark	runtime	declared
Range	contains	m	runtime	declared
Range	first	end	runtime	via Range.first -> Any.first
Range	hyper	batch	runtime	declared
Range	hyper	degree	runtime	declared
Range	index	i	runtime	declared
Range	index	ignorecase	runtime	declared
Range	index	ignoremark	runtime	declared
Range	index	m	runtime	declared
Range	max	by	runtime	declared
Range	max	k	runtime	declared
Range	max	kv	runtime	declared
Range	max	p	runtime	declared
Range	min	by	runtime	declared
Range	min	k	runtime	declared
Range	min	kv	runtime	declared
Range	min	p	runtime	declared
Range	minmax	by	runtime	declared
Range	new	excludes-max	runtime	declared
Range	new	excludes-min	runtime	declared
Range	race	batch	runtime	declared
Range	race	degree	runtime	declared
Rat	DUMP	ctx	runtime	declared
Rat	DUMP	indent-step	runtime	declared
Rat	base	no-trailing-zeroes	runtime	declared
RatStr	Numeric	fail-or-nil	runtime	declared
ReadlineBehavior	batch	elems	runtime	declared
ReadlineBehavior	categorize	as	runtime	declared
ReadlineBehavior	categorize	into	runtime	declared
ReadlineBehavior	classify	as	runtime	declared
ReadlineBehavior	classify	into	runtime	declared
ReadlineBehavior	first	end	runtime	declared
ReadlineBehavior	flatmap	label	runtime	declared
ReadlineBehavior	map	deep	runtime	declared
ReadlineBehavior	map	duck	runtime	declared
ReadlineBehavior	map	flat	runtime	declared
ReadlineBehavior	map	item	runtime	declared
ReadlineBehavior	map	label	runtime	declared
ReadlineBehavior	map	node	runtime	declared
ReadlineBehavior	max	by	runtime	declared
ReadlineBehavior	max	k	runtime	declared
ReadlineBehavior	max	kv	runtime	declared
ReadlineBehavior	max	p	runtime	declared
ReadlineBehavior	max	v	runtime	declared
ReadlineBehavior	min	by	runtime	declared
ReadlineBehavior	min	k	runtime	declared
ReadlineBehavior	min	kv	runtime	declared
ReadlineBehavior	min	p	runtime	declared
ReadlineBehavior	min	v	runtime	declared
ReadlineBehavior	minmax	by	runtime	declared
ReadlineBehavior	repeated	as	runtime	declared
ReadlineBehavior	repeated	with	runtime	declared
ReadlineBehavior	rotor	partial	runtime	declared
ReadlineBehavior	squish	as	runtime	declared
ReadlineBehavior	squish	with	runtime	declared
ReadlineBehavior	toggle	off	runtime	declared
ReadlineBehavior	unique	as	runtime	declared
ReadlineBehavior	unique	with	runtime	declared
RealPolymod	batch	elems	runtime	declared
RealPolymod	categorize	as	runtime	declared
RealPolymod	categorize	into	runtime	declared
RealPolymod	classify	as	runtime	declared
RealPolymod	classify	into	runtime	declared
